

lambda(m), Y
1.2276e-06, 0.660083
1.22856e-06, 0.660083
1.22952e-06, 0.659399
1.23048e-06, 0.658194
1.23144e-06, 0.656945
1.2324e-06, 0.655473
1.23336e-06, 0.654376
1.23432e-06, 0.652745
1.23528e-06, 0.651622
1.23624e-06, 0.649276
1.2372e-06, 0.647523
1.23816e-06, 0.643858
1.23912e-06, 0.640961
1.24008e-06, 0.635677
1.24104e-06, 0.631396
1.242e-06, 0.624572
1.24296e-06, 0.619015
1.24392e-06, 0.611167
1.24488e-06, 0.604871
1.24584e-06, 0.596918
1.2468e-06, 0.590609
1.24776e-06, 0.583116
1.24872e-06, 0.575978
1.24968e-06, 0.565482
1.25065e-06, 0.547554
1.25161e-06, 0.512146
1.25257e-06, 0.453695
1.25353e-06, 0.424062
1.25449e-06, 0.472194
1.25545e-06, 0.535354
1.25641e-06, 0.581421
1.25737e-06, 0.613586
1.25833e-06, 0.636793
1.25929e-06, 0.65572
1.26025e-06, 0.66997
1.26121e-06, 0.683374
1.26217e-06, 0.692699
1.26313e-06, 0.702753
1.26409e-06, 0.708116
1.26505e-06, 0.715193
1.26601e-06, 0.716439
1.26697e-06, 0.72015
1.26793e-06, 0.716662
1.26889e-06, 0.716211
1.26985e-06, 0.707123
1.27081e-06, 0.701377
1.27177e-06, 0.685806
1.27273e-06, 0.67367
1.27369e-06, 0.651908
1.27465e-06, 0.634227
1.27561e-06, 0.611096
1.27657e-06, 0.594486
1.27753e-06, 0.581725
1.27849e-06, 0.577214
1.27945e-06, 0.583939
1.28041e-06, 0.594187
1.28137e-06, 0.614785
1.28233e-06, 0.63177
1.28329e-06, 0.654859
1.28425e-06, 0.671658
1.28521e-06, 0.690946
1.28617e-06, 0.705409
1.28713e-06, 0.719325
1.28809e-06, 0.731402
1.28905e-06, 0.740137
1.29001e-06, 0.749418
1.29097e-06, 0.753036
1.29193e-06, 0.756781
1.29289e-06, 0.753585
1.29385e-06, 0.74482
1.29481e-06, 0.731313
1.29577e-06, 0.697112
1.29673e-06, 0.665548
1.29769e-06, 0.568074
1.29865e-06, 0.561427
1.29961e-06, 0.651457
1.30057e-06, 0.686513
1.30153e-06, 0.751848
1.30249e-06, 0.784829
1.30345e-06, 0.802642
1.30441e-06, 0.814694
1.30537e-06, 0.821623
1.30633e-06, 0.828341
1.30729e-06, 0.831093
1.30825e-06, 0.835605
1.30921e-06, 0.836125
1.31017e-06, 0.839254
1.31113e-06, 0.838237
1.31209e-06, 0.840089
1.31305e-06, 0.837738
1.31401e-06, 0.838058
1.31497e-06, 0.834257
1.31593e-06, 0.832459
1.31689e-06, 0.826707
1.31785e-06, 0.821706
1.31881e-06, 0.812799
1.31977e-06, 0.802543
1.32073e-06, 0.787777
1.32169e-06, 0.768065
1.32265e-06, 0.741356
1.32361e-06, 0.703345
1.32457e-06, 0.652491
1.32553e-06, 0.58381
1.32649e-06, 0.507435
1.32745e-06, 0.448179
1.32841e-06, 0.445127
1.32937e-06, 0.491788
1.33033e-06, 0.549696
1.33129e-06, 0.579524
1.33225e-06, 0.575916
1.33321e-06, 0.517111
1.33417e-06, 0.394649
1.33513e-06, 0.204869
1.33609e-06, 0.111741
1.33705e-06, 0.276804
